"","ID","Q1","Q2","Q3","Q4","Q5","Q6_1","Q6_2","Q6_3","Q6_4","Q7","female","college","married","regular","status"
"3078",292,2,6,4,3,6,4,2,5,2,3,1,0,1,0,3
"73",293,1,6,2,6,NA,2,2,4,1,5,0,1,0,1,2
"874",293,1,6,2,6,NA,2,2,4,1,5,1,0,0,0,3
"2279",293,1,6,2,6,NA,2,2,4,1,5,0,1,1,1,2
"2479",293,1,6,2,6,NA,2,2,4,1,5,1,1,1,1,2
"674",294,1,6,5,3,5,3,5,2,3,4,0,0,0,0,4
"1877",294,1,6,5,3,5,3,5,2,3,4,0,1,1,0,5
"2078",294,1,6,5,3,5,3,5,2,3,4,0,0,1,1,5
"2678",294,1,6,5,3,5,3,5,2,3,4,1,1,1,0,5
"273",295,1,5,2,2,4,5,1,5,5,5,0,0,0,1,3
"474",295,1,5,2,2,4,5,1,5,5,5,0,1,0,0,3
"1074",295,1,5,2,2,4,5,1,5,5,5,1,1,0,0,3
"1674",295,1,5,2,2,4,5,1,5,5,5,0,1,0,1,4
"675",296,1,2,6,2,3,2,5,1,2,2,0,0,0,0,4
"1075",296,1,2,6,2,3,2,5,1,2,2,1,1,0,0,4
"1277",296,1,2,6,2,3,2,5,1,2,2,1,0,0,1,2
"2881",296,1,2,6,2,3,2,5,1,2,2,1,0,1,1,2
"475",297,1,4,2,2,6,3,3,3,3,3,0,1,0,0,3
"1477",297,1,4,2,2,6,3,3,3,3,3,1,1,0,1,2
"1878",297,1,4,2,2,6,3,3,3,3,3,0,1,1,0,3
"2280",297,1,4,2,2,6,3,3,3,3,3,0,1,1,1,2
"676",298,2,7,5,6,NA,2,3,5,1,3,0,0,0,0,3
"875",298,2,7,5,6,NA,2,3,5,1,3,1,0,0,0,3
"1675",298,2,7,5,6,NA,2,3,5,1,3,0,1,0,1,3
"2079",298,2,7,5,6,NA,2,3,5,1,3,0,0,1,1,2
"1676",299,1,6,5,4,3,4,3,4,2,3,0,1,0,1,3
"2480",299,1,6,5,4,3,4,3,4,2,3,1,1,1,1,2
"2679",299,1,6,5,4,3,4,3,4,2,3,1,1,1,0,3
"74",300,1,4,2,2,7,3,3,5,2,4,0,1,0,1,2
"274",300,1,4,2,2,7,3,3,5,2,4,0,0,0,1,2
"876",300,1,4,2,2,7,3,3,5,2,4,1,0,0,0,4
"2080",300,1,4,2,2,7,3,3,5,2,4,0,0,1,1,1
"476",301,1,7,5,6,NA,2,3,3,4,2,0,1,0,0,4
"677",301,1,7,5,6,NA,2,3,3,4,2,0,0,0,0,4
"2081",301,1,7,5,6,NA,2,3,3,4,2,0,0,1,1,4
"3079",301,1,7,5,6,NA,2,3,3,4,2,1,0,1,0,4
"877",302,2,2,NA,2,6,3,3,4,2,3,1,0,0,0,4
"1076",302,2,2,NA,2,6,3,3,4,2,3,1,1,0,0,4
"1677",302,2,2,NA,2,6,3,3,4,2,3,0,1,0,1,4
"2481",302,2,2,NA,2,6,3,3,4,2,3,1,1,1,1,3
"75",303,1,3,2,3,4,2,1,2,2,2,0,1,0,1,2
"275",303,1,3,2,3,4,2,1,2,2,2,0,0,0,1,1
"2281",303,1,3,2,3,4,2,1,2,2,2,0,1,1,1,3
"2882",303,1,3,2,3,4,2,1,2,2,2,1,0,1,1,2
"1278",304,2,3,2,6,NA,3,2,4,4,2,1,0,0,1,3
"1478",304,2,3,2,6,NA,3,2,4,4,2,1,1,0,1,3
"1879",304,2,3,2,6,NA,3,2,4,4,2,0,1,1,0,3
"2680",304,2,3,2,6,NA,3,2,4,4,2,1,1,1,0,3
"477",305,1,6,5,NA,2,4,2,5,1,3,0,1,0,0,4
"1479",305,1,6,5,NA,2,4,2,5,1,3,1,1,0,1,3
"1678",305,1,6,5,NA,2,4,2,5,1,3,0,1,0,1,3
"2681",305,1,6,5,NA,2,4,2,5,1,3,1,1,1,0,4
"76",306,1,5,6,2,3,4,4,4,4,2,0,1,0,1,3
"878",306,1,5,6,2,3,4,4,4,4,2,1,0,0,0,3
"1279",306,1,5,6,2,3,4,4,4,4,2,1,0,0,1,3
"2482",306,1,5,6,2,3,4,4,4,4,2,1,1,1,1,3
"879",307,1,5,2,2,5,5,5,5,5,5,1,0,0,0,5
"1077",307,1,5,2,2,5,5,5,5,5,5,1,1,0,0,5
"1880",307,1,5,2,2,5,5,5,5,5,5,0,1,1,0,5
"2082",307,1,5,2,2,5,5,5,5,5,5,0,0,1,1,5
"678",308,2,4,5,5,2,3,3,4,1,5,0,0,0,0,3
"1480",308,2,4,5,5,2,3,3,4,1,5,1,1,0,1,2
"1679",308,2,4,5,5,2,3,3,4,1,5,0,1,0,1,4
"2883",308,2,4,5,5,2,3,3,4,1,5,1,0,1,1,3
"276",309,1,4,5,2,5,4,2,4,2,4,0,0,0,1,2
"1078",309,1,4,5,2,5,4,2,4,2,4,1,1,0,0,4
"1881",309,1,4,5,2,5,4,2,4,2,4,0,1,1,0,2
"2083",309,1,4,5,2,5,4,2,4,2,4,0,0,1,1,2
"679",310,1,5,3,2,7,5,1,5,1,5,0,0,0,0,5
"2282",310,1,5,3,2,7,5,1,5,1,5,0,1,1,1,1
"2884",310,1,5,3,2,7,5,1,5,1,5,1,0,1,1,3
"3080",310,1,5,3,2,7,5,1,5,1,5,1,0,1,0,4
"77",311,1,5,2,5,6,3,3,3,3,5,0,1,0,1,2
"277",311,1,5,2,5,6,3,3,3,3,5,0,0,0,1,2
"2483",311,1,5,2,5,6,3,3,3,3,5,1,1,1,1,2
"3081",311,1,5,2,5,6,3,3,3,3,5,1,0,1,0,3
"478",312,2,4,3,6,NA,1,1,5,1,4,0,1,0,0,3
"1280",312,2,4,3,6,NA,1,1,5,1,4,1,0,0,1,3
"2283",312,2,4,3,6,NA,1,1,5,1,4,0,1,1,1,2
"2682",312,2,4,3,6,NA,1,1,5,1,4,1,1,1,0,3
"880",313,2,5,5,4,3,2,3,2,3,3,1,0,0,0,4
"1481",313,2,5,5,4,3,2,3,2,3,3,1,1,0,1,3
"1680",313,2,5,5,4,3,2,3,2,3,3,0,1,0,1,3
"2484",313,2,5,5,4,3,2,3,2,3,3,1,1,1,1,3
"479",314,1,6,5,4,2,2,3,4,1,2,0,1,0,0,2
"1281",314,1,6,5,4,2,2,3,4,1,2,1,0,0,1,2
"2284",314,1,6,5,4,2,2,3,4,1,2,0,1,1,1,2
"2683",314,1,6,5,4,2,2,3,4,1,2,1,1,1,0,3
"78",315,1,5,2,2,4,2,2,5,3,2,0,1,0,1,2
"680",315,1,5,2,2,4,2,2,5,3,2,0,0,0,0,4
"1079",315,1,5,2,2,4,2,2,5,3,2,1,1,0,0,3
"2084",315,1,5,2,2,4,2,2,5,3,2,0,0,1,1,3
"278",316,1,5,6,4,2,3,3,3,3,3,0,0,0,1,3
"1882",316,1,5,6,4,2,3,3,3,3,3,0,1,1,0,3
"2885",316,1,5,6,4,2,3,3,3,3,3,1,0,1,1,3
"3082",316,1,5,6,4,2,3,3,3,3,3,1,0,1,0,3
"79",317,1,5,2,2,6,5,4,4,1,4,0,1,0,1,3
"279",317,1,5,2,2,6,5,4,4,1,4,0,0,0,1,3
"1681",317,1,5,2,2,6,5,4,4,1,4,0,1,0,1,4
"3083",317,1,5,2,2,6,5,4,4,1,4,1,0,1,0,3
"80",318,1,3,5,2,2,1,2,4,1,3,0,1,0,1,3
"480",318,1,3,5,2,2,1,2,4,1,3,0,1,0,0,4
"1482",318,1,3,5,2,2,1,2,4,1,3,1,1,0,1,3
"2285",318,1,3,5,2,2,1,2,4,1,3,0,1,1,1,3
"1080",319,1,5,5,2,1,2,3,4,2,2,1,1,0,0,3
"1282",319,1,5,5,2,1,2,3,4,2,2,1,0,0,1,3
"1682",319,1,5,5,2,1,2,3,4,2,2,0,1,0,1,3
"1883",319,1,5,5,2,1,2,3,4,2,2,0,1,1,0,3
"881",320,1,6,3,3,5,2,3,4,2,3,1,0,0,0,3
"2485",320,1,6,3,3,5,2,3,4,2,3,1,1,1,1,2
"2684",320,1,6,3,3,5,2,3,4,2,3,1,1,1,0,3
"3084",320,1,6,3,3,5,2,3,4,2,3,1,0,1,0,3
"280",321,1,4,5,2,6,3,1,5,1,5,0,0,0,1,4
"2685",321,1,4,5,2,6,3,1,5,1,5,1,1,1,0,3
"2886",321,1,4,5,2,6,3,1,5,1,5,1,0,1,1,3
"3085",321,1,4,5,2,6,3,1,5,1,5,1,0,1,0,4
"481",322,2,6,5,6,NA,2,3,4,2,3,0,1,0,0,4
"1081",322,2,6,5,6,NA,2,3,4,2,3,1,1,0,0,4
"1283",322,2,6,5,6,NA,2,3,4,2,3,1,0,0,1,4
"2286",322,2,6,5,6,NA,2,3,4,2,3,0,1,1,1,4
"81",323,1,5,1,2,6,1,4,2,4,5,0,1,0,1,2
"1884",323,1,5,1,2,6,1,4,2,4,5,0,1,1,0,4
"2085",323,1,5,1,2,6,1,4,2,4,5,0,0,1,1,3
"2486",323,1,5,1,2,6,1,4,2,4,5,1,1,1,1,2
"281",324,2,5,2,2,5,3,2,4,1,4,0,0,0,1,3
"882",324,2,5,2,2,5,3,2,4,1,4,1,0,0,0,4
"2686",324,2,5,2,2,5,3,2,4,1,4,1,1,1,0,4
"3086",324,2,5,2,2,5,3,2,4,1,4,1,0,1,0,4
"681",325,2,4,5,2,3,4,4,5,4,2,0,0,0,0,3
"883",325,2,4,5,2,3,4,4,5,4,2,1,0,0,0,3
"1483",325,2,4,5,2,3,4,4,5,4,2,1,1,0,1,2
"1683",325,2,4,5,2,3,4,4,5,4,2,0,1,0,1,3
"482",326,2,4,4,2,3,2,2,3,2,2,0,1,0,0,3
"682",326,2,4,4,2,3,2,2,3,2,2,0,0,0,0,4
"1082",326,2,4,4,2,3,2,2,3,2,2,1,1,0,0,3
"2086",326,2,4,4,2,3,2,2,3,2,2,0,0,1,1,3
"683",327,2,7,2,6,NA,3,3,4,2,2,0,0,0,0,3
"1083",327,2,7,2,6,NA,3,3,4,2,2,1,1,0,0,2
"2087",327,2,7,2,6,NA,3,3,4,2,2,0,0,1,1,2
"2287",327,2,7,2,6,NA,3,3,4,2,2,0,1,1,1,2
"82",328,2,7,4,6,NA,3,3,4,2,2,0,1,0,1,3
"1484",328,2,7,4,6,NA,3,3,4,2,2,1,1,0,1,3
"1684",328,2,7,4,6,NA,3,3,4,2,2,0,1,0,1,3
"1885",328,2,7,4,6,NA,3,3,4,2,2,0,1,1,0,3
"884",329,2,4,1,3,5,1,5,1,4,4,1,0,0,0,3
"1284",329,2,4,1,3,5,1,5,1,4,4,1,0,0,1,3
"2487",329,2,4,1,3,5,1,5,1,4,4,1,1,1,1,2
"2887",329,2,4,1,3,5,1,5,1,4,4,1,0,1,1,2
"282",330,1,6,2,1,1,1,4,2,4,2,0,0,0,1,3
"483",330,1,6,2,1,1,1,4,2,4,2,0,1,0,0,3
"1685",330,1,6,2,1,1,1,4,2,4,2,0,1,0,1,4
"83",331,1,3,3,2,6,3,3,3,3,3,0,1,0,1,2
"1886",331,1,3,3,2,6,3,3,3,3,3,0,1,1,0,3
"2288",331,1,3,3,2,6,3,3,3,3,3,0,1,1,1,2
"2687",331,1,3,3,2,6,3,3,3,3,3,1,1,1,0,3
"1285",332,2,5,2,3,3,4,2,3,1,3,1,0,0,1,2
"1485",332,2,5,2,3,3,4,2,3,1,3,1,1,0,1,2
"2488",332,2,5,2,3,3,4,2,3,1,3,1,1,1,1,2
"3087",332,2,5,2,3,3,4,2,3,1,3,1,0,1,0,3
"84",333,2,4,3,5,2,3,4,4,2,4,0,1,0,1,3
"1486",333,2,4,3,5,2,3,4,4,2,4,1,1,0,1,3
"2088",333,2,4,3,5,2,3,4,4,2,4,0,0,1,1,4
"2489",333,2,4,3,5,2,3,4,4,2,4,1,1,1,1,3
"484",334,2,4,4,2,3,2,3,4,3,3,0,1,0,0,3
"1286",334,2,4,4,2,3,2,3,4,3,3,1,0,0,1,3
"2289",334,2,4,4,2,3,2,3,4,3,3,0,1,1,1,2
"2888",334,2,4,4,2,3,2,3,4,3,3,1,0,1,1,3
"684",335,1,5,2,2,7,2,3,3,2,3,0,0,0,0,3
"1084",335,1,5,2,2,7,2,3,3,2,3,1,1,0,0,3
"1887",335,1,5,2,2,7,2,3,3,2,3,0,1,1,0,3
"3088",335,1,5,2,2,7,2,3,3,2,3,1,0,1,0,3
"283",336,1,4,5,2,1,2,2,4,2,2,0,0,0,1,3
"885",336,1,4,5,2,1,2,2,4,2,2,1,0,0,0,4
"1686",336,1,4,5,2,1,2,2,4,2,2,0,1,0,1,4
"2688",336,1,4,5,2,1,2,2,4,2,2,1,1,1,0,3
"1487",337,1,5,3,2,2,2,4,2,3,2,1,1,0,1,2
"1687",337,1,5,3,2,2,2,4,2,3,2,0,1,0,1,4
"1888",337,1,5,3,2,2,2,4,2,3,2,0,1,1,0,3
"2490",337,1,5,3,2,2,2,4,2,3,2,1,1,1,1,3
"85",338,2,3,5,2,3,4,3,5,3,4,0,1,0,1,4
"284",338,2,3,5,2,3,4,3,5,3,4,0,0,0,1,4
"2290",338,2,3,5,2,3,4,3,5,3,4,0,1,1,1,3
"2889",338,2,3,5,2,3,4,3,5,3,4,1,0,1,1,3
"485",339,2,5,4,3,3,3,2,4,3,3,0,1,0,0,3
"1085",339,2,5,4,3,3,3,2,4,3,3,1,1,0,0,3
"2089",339,2,5,4,3,3,3,2,4,3,3,0,0,1,1,2
"3089",339,2,5,4,3,3,3,2,4,3,3,1,0,1,0,3
"685",340,1,6,6,6,NA,2,3,3,3,2,0,0,0,0,4
"886",340,1,6,6,6,NA,2,3,3,3,2,1,0,0,0,4
"1287",340,1,6,6,6,NA,2,3,3,3,2,1,0,0,1,4
"2689",340,1,6,6,6,NA,2,3,3,3,2,1,1,1,0,4
"86",341,1,5,2,2,6,3,3,3,3,2,0,1,0,1,3
"887",341,1,5,2,2,6,3,3,3,3,2,1,0,0,0,3
"2090",341,1,5,2,2,6,3,3,3,3,2,0,0,1,1,3
"2690",341,1,5,2,2,6,3,3,3,3,2,1,1,1,0,4
"285",342,1,4,2,2,7,3,3,4,1,3,0,0,0,1,2
"486",342,1,4,2,2,7,3,3,4,1,3,0,1,0,0,3
"2291",342,1,4,2,2,7,3,3,4,1,3,0,1,1,1,2
"2890",342,1,4,2,2,7,3,3,4,1,3,1,0,1,1,2
"686",343,1,6,5,1,1,2,4,2,3,2,0,0,0,0,3
"1488",343,1,6,5,1,1,2,4,2,3,2,1,1,0,1,2
"1889",343,1,6,5,1,1,2,4,2,3,2,0,1,1,0,3
"3090",343,1,6,5,1,1,2,4,2,3,2,1,0,1,0,3
"1086",344,1,4,5,2,1,3,3,3,2,3,1,1,0,0,4
"1288",344,1,4,5,2,1,3,3,3,2,3,1,0,0,1,3
"1688",344,1,4,5,2,1,3,3,3,2,3,0,1,0,1,4
"2491",344,1,4,5,2,1,3,3,3,2,3,1,1,1,1,2
"687",345,1,5,5,5,2,2,3,5,1,4,0,0,0,0,4
"1489",345,1,5,5,5,2,2,3,5,1,4,1,1,0,1,2
"1689",345,1,5,5,5,2,2,3,5,1,4,0,1,0,1,3
"2691",345,1,5,5,5,2,2,3,5,1,4,1,1,1,0,3
"487",346,1,6,2,6,NA,5,1,5,1,5,0,1,0,0,5
"1289",346,1,6,2,6,NA,5,1,5,1,5,1,0,0,1,5
"2492",346,1,6,2,6,NA,5,1,5,1,5,1,1,1,1,4
"3091",346,1,6,2,6,NA,5,1,5,1,5,1,0,1,0,5
"87",347,1,7,3,5,2,3,3,5,4,3,0,1,0,1,4
"888",347,1,7,3,5,2,3,3,5,4,3,1,0,0,0,4
"1087",347,1,7,3,5,2,3,3,5,4,3,1,1,0,0,4
"2891",347,1,7,3,5,2,3,3,5,4,3,1,0,1,1,3
"1690",348,1,5,5,2,1,4,2,5,4,2,0,1,0,1,4
"1890",348,1,5,5,2,1,4,2,5,4,2,0,1,1,0,3
"2091",348,1,5,5,2,1,4,2,5,4,2,0,0,1,1,3
"2892",348,1,5,5,2,1,4,2,5,4,2,1,0,1,1,3
"488",349,1,7,5,5,2,1,3,3,1,1,0,1,0,0,5
"889",349,1,7,5,5,2,1,3,3,1,1,1,0,0,0,5
"2692",349,1,7,5,5,2,1,3,3,1,1,1,1,1,0,4
"3092",349,1,7,5,5,2,1,3,3,1,1,1,0,1,0,5
"286",350,1,7,2,3,4,2,3,3,3,5,0,0,0,1,3
"1891",350,1,7,2,3,4,2,3,3,3,5,0,1,1,0,2
"2092",350,1,7,2,3,4,2,3,3,3,5,0,0,1,1,3
"2292",350,1,7,2,3,4,2,3,3,3,5,0,1,1,1,1
"287",351,1,4,3,5,2,3,3,4,3,4,0,0,0,1,3
"1088",351,1,4,3,5,2,3,3,4,3,4,1,1,0,0,3
"1290",351,1,4,3,5,2,3,3,4,3,4,1,0,0,1,3
"2493",351,1,4,3,5,2,3,3,4,3,4,1,1,1,1,3
"88",352,1,5,5,2,1,4,3,4,3,2,0,1,0,1,2
"688",352,1,5,5,2,1,4,3,4,3,2,0,0,0,0,3
"1490",352,1,5,5,2,1,4,3,4,3,2,1,1,0,1,2
"2293",352,1,5,5,2,1,4,3,4,3,2,0,1,1,1,2
"89",353,1,3,3,2,3,3,2,4,1,3,0,1,0,1,2
"489",353,1,3,3,2,3,3,2,4,1,3,0,1,0,0,3
"1491",353,1,3,3,2,3,3,2,4,1,3,1,1,0,1,2
"2693",353,1,3,3,2,3,3,2,4,1,3,1,1,1,0,3
"890",354,1,5,5,2,1,2,3,4,2,2,1,0,0,0,3
"1691",354,1,5,5,2,1,2,3,4,2,2,0,1,0,1,3
"1892",354,1,5,5,2,1,2,3,4,2,2,0,1,1,0,3
"2494",354,1,5,5,2,1,2,3,4,2,2,1,1,1,1,2
"288",355,1,5,5,5,2,2,3,3,3,3,0,0,0,1,4
"1291",355,1,5,5,5,2,2,3,3,3,3,1,0,0,1,4
"2893",355,1,5,5,5,2,2,3,3,3,3,1,0,1,1,4
"3093",355,1,5,5,5,2,2,3,3,3,3,1,0,1,0,4
"689",356,1,5,6,2,1,2,2,4,2,3,0,0,0,0,4
"1089",356,1,5,6,2,1,2,2,4,2,3,1,1,0,0,4
"2093",356,1,5,6,2,1,2,2,4,2,3,0,0,1,1,3
"2294",356,1,5,6,2,1,2,2,4,2,3,0,1,1,1,3
"690",357,1,5,2,2,6,4,1,5,2,4,0,0,0,0,3
"891",357,1,5,2,2,6,4,1,5,2,4,1,0,0,0,3
"2094",357,1,5,2,2,6,4,1,5,2,4,0,0,1,1,3
"3094",357,1,5,2,2,6,4,1,5,2,4,1,0,1,0,3
"90",358,1,6,2,6,NA,3,3,3,3,4,0,1,0,1,1
"490",358,1,6,2,6,NA,3,3,3,3,4,0,1,0,0,1
"1292",358,1,6,2,6,NA,3,3,3,3,4,1,0,0,1,2
"2694",358,1,6,2,6,NA,3,3,3,3,4,1,1,1,0,1
"1090",359,1,7,5,6,NA,2,4,4,3,3,1,1,0,0,3
"1492",359,1,7,5,6,NA,2,4,4,3,3,1,1,0,1,2
"1692",359,1,7,5,6,NA,2,4,4,3,3,0,1,0,1,3
"2295",359,1,7,5,6,NA,2,4,4,3,3,0,1,1,1,2
"289",360,1,7,2,6,NA,3,2,4,2,3,0,0,0,1,2
"1893",360,1,7,2,6,NA,3,2,4,2,3,0,1,1,0,3
"2495",360,1,7,2,6,NA,3,2,4,2,3,1,1,1,1,3
"2894",360,1,7,2,6,NA,3,2,4,2,3,1,0,1,1,3
"892",361,1,4,5,6,NA,2,4,4,3,4,1,0,0,0,3
"1091",361,1,4,5,6,NA,2,4,4,3,4,1,1,0,0,3
"1693",361,1,4,5,6,NA,2,4,4,3,4,0,1,0,1,3
"2095",361,1,4,5,6,NA,2,4,4,3,4,0,0,1,1,2
"691",362,1,5,5,1,1,2,2,3,1,3,0,0,0,0,3
"1894",362,1,5,5,1,1,2,2,3,1,3,0,1,1,0,3
"2296",362,1,5,5,1,1,2,2,3,1,3,0,1,1,1,2
"3095",362,1,5,5,1,1,2,2,3,1,3,1,0,1,0,3
"91",363,2,5,4,5,2,2,3,5,1,3,0,1,0,1,2
"290",363,2,5,4,5,2,2,3,5,1,3,0,0,0,1,3
"2496",363,2,5,4,5,2,2,3,5,1,3,1,1,1,1,3
"2895",363,2,5,4,5,2,2,3,5,1,3,1,0,1,1,3
"291",364,1,6,5,2,2,2,3,4,2,4,0,0,0,1,4
"491",364,1,6,5,2,2,2,3,4,2,4,0,1,0,0,4
"2896",364,1,6,5,2,2,2,3,4,2,4,1,0,1,1,3
"3096",364,1,6,5,2,2,2,3,4,2,4,1,0,1,0,4
"492",365,2,4,5,2,3,3,4,4,1,4,0,1,0,0,4
"1293",365,2,4,5,2,3,3,4,4,1,4,1,0,0,1,3
"1493",365,2,4,5,2,3,3,4,4,1,4,1,1,0,1,3
"2695",365,2,4,5,2,3,3,4,4,1,4,1,1,1,0,4
"1494",366,1,5,5,2,2,3,3,3,3,3,1,1,0,1,3
"1694",366,1,5,5,2,2,3,3,3,3,3,0,1,0,1,4
"2096",366,1,5,5,2,2,3,3,3,3,3,0,0,1,1,3
"2696",366,1,5,5,2,2,3,3,3,3,3,1,1,1,0,4
"893",367,1,5,2,2,5,3,3,4,1,5,1,0,0,0,3
"1495",367,1,5,2,2,5,3,3,4,1,5,1,1,0,1,2
"2097",367,1,5,2,2,5,3,3,4,1,5,0,0,1,1,2
"2697",367,1,5,2,2,5,3,3,4,1,5,1,1,1,0,2
"692",368,1,7,5,6,NA,3,3,4,4,4,0,0,0,0,4
"1092",368,1,7,5,6,NA,3,3,4,4,4,1,1,0,0,3
"1895",368,1,7,5,6,NA,3,3,4,4,4,0,1,1,0,3
"2497",368,1,7,5,6,NA,3,3,4,4,4,1,1,1,1,2
"92",369,2,7,1,6,NA,5,5,5,5,3,0,1,0,1,2
"693",369,2,7,1,6,NA,5,5,5,5,3,0,0,0,0,3
"1294",369,2,7,1,6,NA,5,5,5,5,3,1,0,0,1,3
"2297",369,2,7,1,6,NA,5,5,5,5,3,0,1,1,1,2
"292",370,1,6,5,2,4,1,3,2,2,3,0,0,0,1,2
"1695",370,1,6,5,2,4,1,3,2,2,3,0,1,0,1,3
"1896",370,1,6,5,2,4,1,3,2,2,3,0,1,1,0,3
"3097",370,1,6,5,2,4,1,3,2,2,3,1,0,1,0,2
"93",371,2,4,4,3,5,3,2,3,1,4,0,1,0,1,4
"894",371,2,4,4,3,5,3,2,3,1,4,1,0,0,0,3
"1093",371,2,4,4,3,5,3,2,3,1,4,1,1,0,0,3
"2897",371,2,4,4,3,5,3,2,3,1,4,1,0,1,1,3
"895",372,1,5,2,2,6,3,2,4,2,3,1,0,0,0,4
"1094",372,1,5,2,2,6,3,2,4,2,3,1,1,0,0,4
"1696",372,1,5,2,2,6,3,2,4,2,3,0,1,0,1,4
"1897",372,1,5,2,2,6,3,2,4,2,3,0,1,1,0,4
"493",373,1,5,5,2,2,2,3,3,3,2,0,1,0,0,3
"1295",373,1,5,5,2,2,2,3,3,3,2,1,0,0,1,3
"2298",373,1,5,5,2,2,2,3,3,3,2,0,1,1,1,2
"2498",373,1,5,5,2,2,2,3,3,3,2,1,1,1,1,4
"293",374,2,2,3,2,2,3,1,5,1,3,0,0,0,1,3
"494",374,2,2,3,2,2,3,1,5,1,3,0,1,0,0,3
"2299",374,2,2,3,2,2,3,1,5,1,3,0,1,1,1,2
"2499",374,2,2,3,2,2,3,1,5,1,3,1,1,1,1,2
"94",375,1,6,5,2,1,2,4,2,4,2,0,1,0,1,2
"2698",375,1,6,5,2,1,2,4,2,4,2,1,1,1,0,3
"2898",375,1,6,5,2,1,2,4,2,4,2,1,0,1,1,3
"3098",375,1,6,5,2,1,2,4,2,4,2,1,0,1,0,3
"694",376,1,4,2,2,6,2,3,3,2,4,0,0,0,0,4
"1296",376,1,4,2,2,6,2,3,3,2,4,1,0,0,1,3
"1496",376,1,4,2,2,6,2,3,3,2,4,1,1,0,1,3
"2098",376,1,4,2,2,6,2,3,3,2,4,0,0,1,1,3
"294",377,1,6,2,4,6,3,2,4,2,3,0,0,0,1,2
"1297",377,1,6,2,4,6,3,2,4,2,3,1,0,0,1,2
"1497",377,1,6,2,4,6,3,2,4,2,3,1,1,0,1,2
"1898",377,1,6,2,4,6,3,2,4,2,3,0,1,1,0,3
"695",378,1,4,2,2,2,2,3,3,3,4,0,0,0,0,4
"1697",378,1,4,2,2,2,2,3,3,3,4,0,1,0,1,4
"2500",378,1,4,2,2,2,2,3,3,3,4,1,1,1,1,3
"2899",378,1,4,2,2,2,2,3,3,3,4,1,0,1,1,3
"2099",379,1,5,5,2,1,2,4,3,3,3,0,0,1,1,3
"2300",379,1,5,5,2,1,2,4,3,3,3,0,1,1,1,2
"2699",379,1,5,5,2,1,2,4,3,3,3,1,1,1,0,3
"3099",379,1,5,5,2,1,2,4,3,3,3,1,0,1,0,4
"95",380,2,6,2,6,NA,2,2,4,2,2,0,1,0,1,3
"495",380,2,6,2,6,NA,2,2,4,2,2,0,1,0,0,3
"896",380,2,6,2,6,NA,2,2,4,2,2,1,0,0,0,3
"1095",380,2,6,2,6,NA,2,2,4,2,2,1,1,0,0,3
"295",381,1,5,2,5,3,2,4,4,3,2,0,0,0,1,3
"696",381,1,5,2,5,3,2,4,4,3,2,0,0,0,0,4
"1096",381,1,5,2,5,3,2,4,4,3,2,1,1,0,0,4
"3100",381,1,5,2,5,3,2,4,4,3,2,1,0,1,0,3
"496",382,1,7,5,3,6,3,1,4,2,3,0,1,0,0,3
"897",382,1,7,5,3,6,3,1,4,2,3,1,0,0,0,4
"1698",382,1,7,5,3,6,3,1,4,2,3,0,1,0,1,4
"2700",382,1,7,5,3,6,3,1,4,2,3,1,1,1,0,4
"96",383,1,5,1,2,3,3,3,3,3,4,0,1,0,1,2
"1298",383,1,5,1,2,3,3,3,3,3,4,1,0,0,1,3
"1899",383,1,5,1,2,3,3,3,3,3,4,0,1,1,0,2
"2900",383,1,5,1,2,3,3,3,3,3,4,1,0,1,1,3
"1498",384,1,6,5,2,3,2,4,2,3,3,1,1,0,1,2
"2100",384,1,6,5,2,3,2,4,2,3,3,0,0,1,1,3
"2301",384,1,6,5,2,3,2,4,2,3,3,0,1,1,1,2
"2501",384,1,6,5,2,3,2,4,2,3,3,1,1,1,1,2
"497",385,1,6,5,2,1,1,5,3,2,2,0,1,0,0,4
"1699",385,1,6,5,2,1,1,5,3,2,2,0,1,0,1,3
"2701",385,1,6,5,2,1,1,5,3,2,2,1,1,1,0,3
"3101",385,1,6,5,2,1,1,5,3,2,2,1,0,1,0,3
"697",386,1,5,1,2,6,2,4,2,3,3,0,0,0,0,3
"898",386,1,5,1,2,6,2,4,2,3,3,1,0,0,0,3
"1299",386,1,5,1,2,6,2,4,2,3,3,1,0,0,1,3
"2901",386,1,5,1,2,6,2,4,2,3,3,1,0,1,1,2
"97",387,2,3,5,2,4,2,2,5,2,3,0,1,0,1,3
"1097",387,2,3,5,2,4,2,2,5,2,3,1,1,0,0,4
"1499",387,2,3,5,2,4,2,2,5,2,3,1,1,0,1,3
"2302",387,2,3,5,2,4,2,2,5,2,3,0,1,1,1,2
"296",388,1,6,2,4,3,3,3,3,3,3,0,0,0,1,3
"1900",388,1,6,2,4,3,3,3,3,3,3,0,1,1,0,3
"2101",388,1,6,2,4,3,3,3,3,3,3,0,0,1,1,3
"2502",388,1,6,2,4,3,3,3,3,3,3,1,1,1,1,2
"297",389,2,4,3,6,NA,2,4,4,2,3,0,0,0,1,3
"1901",389,2,4,3,6,NA,2,4,4,2,3,0,1,1,0,3
"2702",389,2,4,3,6,NA,2,4,4,2,3,1,1,1,0,3
"3102",389,2,4,3,6,NA,2,4,4,2,3,1,0,1,0,3
"1098",390,1,7,6,2,2,2,2,5,2,2,1,1,0,0,4
